"","V1"
"85038",6
"85039",3
"85040",5
"85041",3
"85042",4
"85043",1
"85045",8
"85046",1
"85047",2
"85048",7
"85049",7
"85050",1
"85051",7
"85052",7
"85053",5
"85054",8
"85055",7
"85056",9
"85057",1
"85058",6
"85059",4
"85060",5
"85061",4
"85062",1
"85063",1
"85064",2
"85065",2
"85066",3
"85067",3
"85068",3
"85069",3
"85070",9
"85071",1
"85072",7
"85073",9
"85074",1
"85075",3
"85076",5
"85077",5
"85078",5
"85079",3
"85080",6
"85081",7
"85082",2
"85083",7
"85085",6
"85086",9
"85087",7
"85088",8
"85089",5
"85090",2
"85091",2
"85092",4
"85093",4
"85094",1
"85095",3
"85096",4
"85097",1
"85098",4
"85099",3
"85100",9
"85101",4
"85102",8
"85103",2
"85104",10
"85106",1
"85107",9
"85108",3
"85109",1
"85110",1
"85112",9
"85113",1
"85114",2
"85115",5
"85116",1
"85117",7
"85118",2
"85119",5
"85120",9
"85121",8
"85122",4
"85123",7
"85125",6
"85126",2
"85127",5
"85128",8
"85129",1
"85130",10
"85131",9
"85132",4
"85133",1
"85134",1
"85135",9
"85136",6
"85137",3
"85138",3
"85140",5
"85141",3
"85142",5
"85143",8
"85144",8
"85145",5
"85146",2
"85148",1
"85149",1
"85150",5
"85151",1
"85152",5
"85153",1
"85154",7
"85155",6
"85158",8
"85160",2
"85161",10
"85162",5
"85163",5
"85164",4
"85165",7
"85166",4
"85167",10
"85168",7
"85169",4
"85170",2
"85172",7
"85174",3
"85175",8
"85176",7
"85177",10
"85178",4
"85179",5
"85180",7
"85181",3
"85182",7
"85183",8
"85184",10
"85185",2
"85186",4
"85187",7
"85188",3
"85189",4
"85190",9
"85191",10
"85192",1
"85193",8
"85194",7
"85195",4
"85196",10
"85197",3
"85198",1
"85199",3
"85201",6
"85202",9
"85203",9
"85204",3
"85205",5
"85206",9
"85207",9
"85208",9
"85209",3
"85210",7
"85211",9
"85212",5
"85213",5
"85215",1
"85216",6
"85217",1
"85218",1
"85219",1
"85221",9
"85222",5
"85223",2
"85224",5
"85225",7
"85226",3
"85227",7
"85228",4
"85229",4
"85230",4
"85231",7
"85232",8
"85233",3
"85235",7
"85236",8
"85237",10
"85238",9
"85239",8
"85240",7
"85241",4
"85242",7
"85243",4
"85244",1
"85245",3
"85246",4
"85247",3
"85248",8
"85249",9
"85251",9
"85252",1
"85253",1
"85254",1
"85255",2
"85256",4
"85257",4
"85258",10
"85259",5
"85261",8
"85262",1
"85263",10
"85267",7
"85268",2
"85269",7
"85271",10
"85272",2
"85273",4
"85277",1
"85278",7
"85280",3
"85281",2
"85283",9
"85284",3
"85285",4
"85286",6
"85288",9
"85289",1
"85290",1
"85291",4
"85292",9
"85293",3
"85294",2
"85295",1
"85296",1
"85297",1
"85298",8
"85299",7
"85300",3
"85301",3
"85302",8
"85303",7
"85304",5
"85305",2
"85306",2
"85307",7
"85308",10
"85309",4
"85310",8
"85311",2
"85312",10
"85313",6
"85314",7
"85315",2
"85316",5
"85317",3
"85318",5
"85319",5
"85320",2
"85321",8
"85322",4
"85323",1
"85324",1
"85325",1
"85326",7
"85327",7
"85328",7
"85329",3
"85330",8
"85331",1
"85332",1
"85333",1
"85334",5
"85335",7
"85336",8
"85337",9
"85338",9
"85340",3
"85342",4
"85343",9
"85344",2
"85345",2
"85346",4
"85347",3
"85348",1
"85349",6
"85350",4
"85351",3
"85352",2
"85353",1
"85354",5
"85356",9
"85357",7
"85358",9
"85359",7
"85360",6
"85361",9
"85362",9
"85363",1
"85364",10
"85365",10
"85366",10
"85367",8
"85368",5
"85370",1
"85371",9
"85372",10
"85373",6
"85374",1
"85375",6
"85376",3
"85377",7
"85378",1
"85379",5
"85380",1
"85383",7
"85384",3
"85385",1
"85386",4
"85387",2
"85388",1
"85389",3
"85390",3
"85391",5
"85392",3
"85393",6
"85394",9
"85395",7
"85396",6
"85397",1
"85399",1
"85400",3
"85401",9
"85402",5
"85403",10
"85404",4
"85405",9
"85406",7
"85407",6
"85408",6
"85409",8
"85410",9
"85411",8
"85412",5
"85413",1
"85414",3
"85416",7
"85417",4
"85418",2
"85419",5
"85420",4
"85421",2
"85422",3
"85423",5
"85424",4
"85425",4
"85426",3
"85427",2
"85428",3
"85429",10
"85430",10
"85431",4
"85432",4
"85433",4
"85434",10
"85435",5
"85436",8
"85437",9
"85438",3
"85439",3
"85440",2
"85441",5
"85442",4
"85443",7
"85444",5
"85445",2
"85446",6
"85448",6
"85449",8
"85450",8
"85451",7
"85452",2
"85453",3
"85454",3
"85455",7
"85456",3
"85457",3
"85458",6
"85461",4
"85463",9
"85464",3
"85465",9
"85467",1
"85468",1
"85469",3
"85472",4
"85473",7
"85474",6
"85475",5
"85476",3
"85477",5
"85478",2
"85479",3
"85480",4
"85481",6
"85482",5
"85483",9
"85484",9
"85485",8
"85487",9
"85488",10
"85489",2
"85490",9
"85491",3
"85492",4
"85493",10
"85494",2
"85495",4
"85496",5
"85497",4
"85498",7
"85499",3
"85500",3
"85501",5
"85502",7
"85503",7
"85504",2
"85505",8
"85506",7
"85507",8
"85508",5
"85509",2
"85510",2
"85511",8
"85512",7
"85514",4
"85516",4
"85517",5
"85518",9
"85519",10
"85520",6
"85521",3
"85522",7
"85523",4
"85524",1
"85525",1
"85526",1
"85527",9
"85528",3
"85529",10
"85530",4
"85531",3
"85532",3
"85533",9
"85534",9
"85535",1
"85537",2
"85538",3
"85539",9
"85540",4
"85541",5
"85542",3
"85543",2
"85544",7
"85545",6
"85546",4
"85548",1
"85549",7
"85550",5
"85551",1
"85552",3
"85554",6
"85555",3
"85556",9
"85557",8
"85558",1
"85559",4
"85560",9
"85562",3
"85563",4
"85564",7
"85565",7
"85566",10
"85567",3
"85568",7
"85569",3
"85570",7
"85571",1
"85572",7
"85573",3
"85574",1
"85575",6
"85576",4
"85577",9
"85579",9
"85580",9
"85581",1
"85582",1
"85583",6
"85584",1
"85585",1
"85589",9
"85590",7
"85591",8
"85592",10
"85593",6
"85594",7
"85595",3
"85596",7
"85597",5
"85598",8
"85600",10
"85601",4
"85602",8
"85605",1
"85606",5
"85607",9
"85609",3
"85610",9
"85611",8
"85612",4
"85613",6
"85614",8
"85615",3
"85616",9
"85617",9
"85618",3
"85619",4
"85620",8
"85621",4
"85622",5
"85623",2
"85625",2
"85626",9
"85627",4
"85628",1
"85629",1
"85630",4
"85631",5
"85632",1
"85633",5
"85634",3
"85635",5
"85636",10
"85637",3
"85638",9
"85640",9
"85642",3
"85643",9
"85645",10
"85646",7
"85647",1
"85648",5
"85649",10
"85650",7
"85651",2
"85652",7
"85653",3
"85655",1
"85656",2
"85658",3
"85659",9
"85660",9
"85661",5
"85662",7
"85663",10
"85664",10
"85666",4
"85667",1
"85668",3
"85669",1
"85670",4
"85671",4
"85672",10
"85673",7
"85674",6
"85676",3
"85678",2
"85679",1
"85680",4
"85682",5
"85683",7
"85684",4
"85685",1
"85686",5
"85687",1
"85688",2
"85689",2
"85690",4
"85691",4
"85692",4
"85693",6
"85694",2
"85695",7
"85696",3
"85697",1
"85698",2
"85699",2
"85700",9
"85701",5
"85702",4
"85703",3
"85704",9
"85705",10
"85706",7
"85707",2
"85710",7
"85711",2
"85712",3
"85713",4
"85714",8
"85715",5
"85716",1
"85717",6
"85718",3
"85719",8
"85720",7
"85721",1
"85722",7
"85723",5
"85724",1
"85725",2
"85726",5
"85727",3
"85728",8
"85729",7
"85730",1
"85731",9
"85733",6
"85734",4
"85736",2
"85737",3
"85738",4
"85739",4
"85740",2
"85741",10
"85742",1
"85743",1
"85744",1
"85745",7
"85746",10
"85747",5
"85748",5
"85749",3
"85750",5
"85751",7
"85752",1
"85753",7
"85754",2
"85755",2
"85756",3
"85757",9
"85758",10
"85759",3
"85760",9
"85761",9
"85762",9
"85763",1
"85764",5
"85765",4
"85766",1
"85767",1
"85768",10
"85769",8
"85770",2
"85771",4
"85772",10
"85773",3
"85774",4
"85775",4
"85776",7
"85778",7
"85779",9
"85780",2
"85781",9
"85782",4
"85784",9
"85785",5
"85786",4
"85787",1
"85789",5
"85790",3
"85791",7
"85792",8
"85793",4
"85794",4
"85795",1
"85796",9
"85797",1
"85798",3
"85799",9
"85800",9
"85801",3
"85802",9
"85803",5
"85804",1
"85805",4
"85806",7
"85807",4
"85808",3
"85809",5
"85810",1
"85811",3
"85812",5
"85813",1
"85814",3
"85815",10
"85816",4
"85817",7
"85818",10
"85819",3
"85821",6
"85822",5
"85823",3
"85824",3
"85826",4
"85827",3
"85828",3
"85829",1
"85830",3
"85831",4
"85832",3
"85833",5
"85834",10
"85835",9
"85836",4
"85837",6
"85838",8
"85839",1
"85840",5
"85841",8
"85843",8
"85844",1
"85845",9
"85846",8
"85847",8
"85848",8
"85849",3
"85850",9
"85851",2
"85852",1
"85853",3
"85854",1
"85855",6
"85856",10
"85857",7
"85858",10
"85859",6
"85860",3
"85861",4
"85863",5
"85864",7
"85865",3
"85866",4
"85867",4
"85868",3
"85870",1
"85871",6
"85872",7
"85873",7
"85875",3
"85876",3
"85877",3
"85878",8
"85880",10
"85881",4
"85882",8
"85883",3
"85884",1
"85885",3
"85886",3
"85887",9
"85888",1
"85889",8
"85890",2
"85891",2
"85892",1
"85893",1
"85894",8
"85895",8
"85897",7
"85898",4
"85899",1
"85900",2
"85901",2
"85903",6
"85904",9
"85905",8
"85906",4
"85907",1
"85908",3
"85909",5
"85910",6
"85912",1
"85913",5
"85914",2
"85916",1
"85917",7
"85919",3
"85921",5
"85922",2
"85923",7
"85925",5
"85926",2
"85928",1
"85929",6
"85930",3
"85931",3
"85932",10
"85933",1
"85935",4
"85936",6
"85937",2
"85938",3
"85939",4
"85940",10
"85941",6
"85942",8
"85943",8
"85944",10
"85945",6
"85946",4
"85947",7
"85948",9
"85949",8
"85950",7
"85951",1
"85952",5
"85953",8
"85955",9
"85956",7
"85957",2
"85958",3
"85959",2
"85960",2
"85961",1
"85962",1
"85963",1
"85964",1
"85965",10
"85966",4
"85967",10
"85968",10
"85969",3
"85970",3
"85971",9
"85972",9
"85973",1
"85976",3
"85977",1
"85978",3
"85979",5
"85980",3
"85981",5
"85982",5
"85983",3
"85984",9
"85986",7
"85987",7
"85989",1
"85990",5
"85991",1
"85992",1
"85993",4
"85994",3
"85995",4
"85999",9
"86000",9
"86001",4
"86002",1
"86003",2
"86004",6
"86005",7
"86006",1
"86007",3
"86008",3
"86009",3
"86011",1
"86012",4
"86013",4
"86014",5
"86015",4
"86016",8
"86017",6
"86018",5
"86020",4
"86021",3
"86022",1
"86023",8
"86024",4
"86025",2
"86026",4
"86027",10
"86028",5
"86029",4
"86030",7
"86031",4
"86032",2
"86033",2
"86034",9
"86035",1
"86036",1
"86037",10
"86038",2
"86039",4
"86040",2
"86041",9
"86042",8
"86043",2
"86044",9
"86045",8
"86046",2
"86047",9
"86048",2
"86049",6
"86050",6
"86051",3
"86053",7
"86054",7
"86055",7
"86056",5
"86057",1
"86058",1
"86059",5
"86060",4
"86061",7
"86062",4
"86063",9
"86064",8
"86065",1
"86066",9
"86067",1
"86068",4
"86069",1
"86070",9
"86071",1
"86072",6
"86073",7
"86074",3
"86075",7
"86077",3
"86078",3
"86079",3
"86080",8
"86081",9
"86082",3
"86083",7
"86084",6
"86085",1
"86086",6
"86087",4
"86088",2
"86089",5
"86090",9
"86091",2
"86092",1
"86093",1
"86094",2
"86095",3
"86096",7
"86097",5
"86098",6
"86099",4
"86101",10
"86102",4
"86103",5
"86105",7
"86107",6
"86108",1
"86109",9
"86111",9
"86113",1
"86114",8
"86115",4
"86116",5
"86117",4
"86119",7
"86120",5
"86121",3
"86122",10
"86123",2
"86125",1
"86126",1
"86127",4
"86128",1
"86130",3
"86131",3
"86133",7
"86134",3
"86135",10
"86137",2
"86138",1
"86139",2
"86141",2
"86143",3
"86144",2
"86145",7
"86146",6
"86147",7
"86148",9
"86150",3
"86151",9
"86152",1
"86153",3
"86154",1
"86155",5
"86156",5
"86157",1
"86159",7
"86160",9
"86161",6
"86162",3
"86163",2
"86164",1
"86165",4
"86166",4
"86167",8
"86168",9
"86169",3
"86170",1
"86171",2
"86172",9
"86173",3
"86174",7
"86175",6
"86176",2
"86177",10
"86178",4
"86179",9
"86180",9
"86181",4
"86182",3
"86183",4
"86184",3
"86185",3
"86186",7
"86187",6
"86188",7
"86191",2
"86192",1
"86193",5
"86195",2
"86197",7
"86198",10
"86199",8
"86201",5
"86202",5
"86203",1
"86205",4
"86206",4
"86207",2
"86210",7
"86211",5
"86212",6
"86213",5
"86214",6
"86215",5
"86216",7
"86218",6
"86219",2
"86222",7
"86223",5
"86224",2
"86225",7
"86226",6
"86227",10
"86228",6
"86229",10
"86230",8
"86231",7
"86233",5
"86234",6
"86236",7
"86239",3
"86240",6
"86241",2
"86243",3
"86244",5
"86245",4
"86246",2
"86248",1
"86249",2
"86250",10
"86251",1
"86252",1
"86253",1
"86254",7
"86255",7
"86256",10
"86257",8
"86258",1
"86259",4
"86260",6
"86261",5
"86262",10
"86263",1
"86264",6
"86265",7
"86266",2
"86267",3
"86268",9
"86270",8
"86271",7
"86272",10
"86273",3
"86274",4
"86275",6
"86276",3
"86277",10
"86279",2
"86281",3
"86282",9
"86284",9
"86285",5
"86286",1
"86287",8
"86288",7
"86289",1
"86290",6
"86292",10
"86293",3
"86295",9
"86296",5
"86298",5
"86299",7
"86300",7
"86301",3
"86302",9
"86303",4
"86304",1
"86305",4
"86308",5
"86310",5
"86311",7
"86312",7
"86313",5
"86314",4
"86315",4
"86316",3
"86317",5
"86318",4
"86319",5
"86320",1
"86321",5
"86322",4
"86323",2
"86324",2
"86325",4
"86326",4
"86327",6
"86328",5
"86329",7
"86330",6
"86331",5
"86332",3
"86333",4
"86334",7
"86335",7
"86336",5
"86337",3
"86338",3
"86339",6
"86340",5
"86341",2
"86342",9
"86343",1
"86344",7
"86345",1
"86347",8
"86348",10
"86349",6
"86350",6
"86351",3
"86352",9
"86353",9
"86354",10
"86356",3
"86357",6
"86358",9
"86359",7
"86360",1
"86361",8
"86362",1
"86363",3
"86364",1
"86365",6
"86366",5
"86368",4
"86372",3
"86373",7
"86374",6
"86375",2
"86376",2
"86377",1
"86378",2
"86379",2
"86380",6
"86381",5
"86382",3
"86383",2
"86384",9
"86385",9
"86386",10
"86387",7
"86388",1
"86389",1
"86390",1
"86391",3
"86392",3
"86393",10
"86394",4
"86395",1
"86396",4
"86397",4
"86398",3
"86399",4
"86400",10
"86401",10
"86402",4
"86403",5
"86404",9
"86405",3
"86406",3
"86407",5
"86408",7
"86409",3
"86411",6
"86412",7
"86413",6
"86414",2
"86415",5
"86417",7
"86418",1
"86419",4
"86420",9
"86421",10
"86422",6
"86423",9
"86424",6
"86425",6
"86426",2
"86427",9
"86428",7
"86430",9
"86431",3
"86432",2
"86433",3
"86434",3
"86435",1
"86436",3
"86437",3
"86438",3
"86439",1
"86440",4
"86441",7
"86442",4
"86443",10
"86445",4
"86446",1
"86447",1
"86448",5
"86449",3
"86450",8
"86451",1
"86452",3
"86453",6
"86456",1
"86457",2
"86458",9
"86459",4
"86460",1
"86461",9
"86462",4
"86463",4
"86464",4
"86465",3
"86466",5
"86467",4
"86468",4
"86469",4
"86471",9
"86472",2
"86473",5
"86474",1
"86475",2
"86476",2
"86477",3
"86478",7
"86479",2
"86480",4
"86481",10
"86482",6
"86483",7
"86484",4
"86485",2
"86486",9
"86487",2
"86489",10
"86490",1
"86491",1
"86492",1
"86493",7
"86494",9
"86495",4
"86496",6
"86497",1
"86498",4
"86499",8
"86500",6
"86501",10
"86503",7
"86504",5
"86505",5
"86506",6
"86508",4
"86509",1
"86510",1
"86511",9
"86512",5
"86513",6
"86514",7
"86515",7
"86516",4
"86517",1
"86518",7
"86519",3
"86520",6
"86521",3
"86522",3
"86523",7
"86524",3
"86525",4
"86526",8
"86527",4
"86528",1
"86529",6
"86530",8
"86531",7
"86532",1
"86533",6
"86534",6
"86536",8
"86537",10
"86539",4
"86540",2
"86541",2
"86542",5
"86543",3
"86544",1
"86545",8
"86546",3
"86547",4
"86548",9
"86549",10
"86550",9
"86551",9
"86552",9
"86553",2
"86554",8
"86555",10
"86556",3
"86557",8
"86558",4
"86559",8
"86561",3
"86562",1
"86563",1
"86564",1
"86565",2
"86567",9
"86568",5
"86569",10
"86570",1
"86571",2
"86572",8
"86573",4
"86574",6
"86576",3
"86577",6
"86578",5
"86580",5
"86581",1
"86582",1
"86583",2
"86584",4
"86585",2
"86586",1
"86587",1
"86588",1
"86589",1
"86590",9
"86591",3
"86592",8
"86593",9
"86594",4
"86595",4
"86596",6
"86597",6
"86598",3
"86599",4
"86600",9
"86601",1
"86602",2
"86603",5
"86604",4
"86605",2
"86606",7
"86607",4
"86610",3
"86611",4
"86612",3
"86613",8
"86614",10
"86615",7
"86616",10
"86618",5
"86619",1
"86621",1
"86622",1
"86623",8
"86624",3
"86625",3
"86626",6
"86627",2
"86628",4
"86629",7
"86630",5
"86631",5
"86632",8
"86633",8
"86635",5
"86636",4
"86637",5
"86638",1
"86640",5
"86641",5
"86642",2
"86643",2
"86644",3
"86645",3
"86646",1
"86647",4
"86648",6
"86649",1
"86650",1
"86652",5
"86653",1
"86654",1
"86655",8
"86656",2
"86657",6
"86658",4
"86659",4
"86660",3
"86661",3
"86663",6
"86664",6
"86665",4
"86666",4
"86667",10
"86668",7
"86669",1
"86670",7
"86671",7
"86672",9
"86673",4
"86674",7
"86675",5
"86676",7
"86677",4
"86678",4
"86679",4
"86680",9
"86681",1
"86682",1
"86683",1
"86684",8
"86685",7
"86686",7
"86688",2
"86689",9
"86690",6
"86691",7
"86692",2
"86693",4
"86694",10
"86695",2
"86696",3
"86697",7
"86698",1
"86700",5
"86701",7
"86702",2
"86703",2
"86704",6
"86705",7
"86706",1
"86707",9
"86708",7
"86709",7
"86710",1
"86711",7
"86712",7
"86713",5
"86714",1
"86715",4
"86716",3
"86717",1
"86718",5
"86719",5
"86721",4
"86722",4
"86723",1
"86725",6
"86726",2
"86727",4
"86729",8
"86730",10
"86731",4
"86732",9
"86733",2
"86734",3
"86735",8
"86736",4
"86737",6
"86738",4
"86739",3
"86740",1
"86741",4
"86742",3
"86743",2
"86744",5
"86745",4
"86746",4
"86747",2
"86749",1
"86750",9
"86751",3
"86752",9
"86753",8
"86754",4
"86755",2
"86758",8
"86759",10
"86760",7
"86761",1
"86762",5
"86763",10
"86765",4
"86766",10
"86767",7
"86768",9
"86769",7
"86770",7
"86771",7
"86772",10
"86773",7
"86774",4
"86775",1
"86776",3
"86777",5
"86778",4
"86779",6
"86781",4
"86783",2
"86786",7
"86787",4
"86789",4
"86790",1
"86792",5
"86793",8
"86795",6
"86796",6
"86797",2
"86798",10
"86799",8
"86800",1
"86801",7
"86802",10
"86803",3
"86804",1
"86805",3
"86806",2
"86807",1
"86808",3
"86809",7
"86810",4
"86811",10
"86812",4
"86813",1
"86814",7
"86815",2
"86816",2
"86817",4
"86818",7
"86819",4
"86820",1
"86821",6
"86822",1
"86823",8
"86824",10
"86825",7
"86826",9
"86827",8
"86828",3
"86829",3
"86830",3
"86832",10
"86833",7
"86834",9
"86835",3
"86836",3
"86837",6
"86838",5
"86839",3
"86840",3
"86841",1
"86842",2
"86843",2
"86844",8
"86845",1
"86846",9
"86847",7
"86848",8
"86849",3
"86850",7
"86851",1
"86852",3
"86854",2
"86855",1
"86856",1
"86857",1
"86858",7
"86859",7
"86860",4
"86861",1
"86862",8
"86864",8
"86865",10
"86866",1
"86867",4
"86868",5
"86869",2
"86870",3
"86871",9
"86873",1
"86874",10
"86875",4
"86876",9
"86877",1
"86879",1
"86881",4
"86882",7
"86883",1
"86884",9
"86886",6
"86887",5
"86888",6
"86890",5
"86891",3
"86892",2
"86893",8
"86894",4
"86895",4
"86896",3
"86897",1
"86898",1
"86899",7
"86900",10
"86901",1
"86902",1
"86903",9
"86904",3
"86905",8
"86906",5
"86907",1
"86909",5
"86910",1
"86911",1
"86912",6
"86913",4
"86914",2
"86915",4
"86916",9
"86917",7
"86918",4
"86919",1
"86920",8
"86921",2
"86922",5
"86923",2
"86924",4
"86925",4
"86926",7
"86927",9
"86928",7
"86929",3
"86930",9
"86933",1
"86934",7
"86935",8
"86936",10
"86938",8
"86939",6
"86940",6
"86941",3
"86942",9
"86943",1
"86944",3
"86945",8
"86946",10
"86947",7
"86948",1
"86949",2
"86950",1
"86951",5
"86954",3
"86955",10
"86956",6
"86957",8
"86958",6
"86959",7
"86960",4
"86961",6
"86962",9
"86963",7
"86965",6
"86966",8
"86967",8
"86968",10
"86969",6
"86970",4
"86971",5
"86972",6
"86973",5
"86974",2
"86975",2
"86976",9
"86978",9
"86980",4
"86981",8
"86983",1
"86984",4
"86986",2
"86987",2
"86988",5
"86989",5
"86990",9
"86991",3
"86992",9
"86994",7
"86995",10
"86996",1
"86999",10
"87000",5
"87001",5
"87002",8
"87003",2
"87004",10
"87005",1
"87006",8
"87007",8
"87008",9
"87009",10
"87010",4
"87011",7
"87014",8
"87015",9
"87016",4
"87018",9
"87019",10
"87020",1
"87021",1
"87022",7
"87023",1
"87024",1
"87025",1
"87026",1
"87027",1
"87028",4
"87029",10
"87030",6
"87031",7
"87032",9
"87033",3
"87034",7
"87035",7
"87036",1
"87037",10
"87038",7
"87039",7
"87040",8
"87041",1
"87042",5
"87043",8
"87044",10
"87045",4
"87047",10
"87048",2
"87049",6
"87050",9
"87051",10
"87054",7
"87056",1
"87057",9
"87059",4
"87060",7
"87061",4
"87062",9
"87064",5
"87065",4
"87066",3
"87067",3
"87068",3
"87069",3
"87070",8
"87071",5
"87072",7
"87073",5
"87074",8
"87076",1
"87077",7
"87078",4
"87079",2
"87081",5
"87082",6
"87083",2
"87084",2
"87085",4
"87086",2
"87087",6
"87089",8
"87093",7
"87095",9
"87096",5
"87097",2
"87098",2
"87099",1
"87100",2
"87101",5
"87102",1
"87103",8
"87104",5
"87105",10
"87106",10
"87107",6
"87108",2
"87109",7
"87110",3
"87112",2
"87113",10
"87114",9
"87115",8
"87116",7
"87117",3
"87118",2
"87119",8
"87120",2
"87121",4
"87122",6
"87123",9
"87124",9
"87125",4
"87126",6
"87127",2
"87128",1
"87129",4
"87130",4
"87131",3
"87133",9
"87134",10
"87135",7
"87136",3
"87137",7
"87138",3
"87140",1
"87141",3
"87143",9
"87144",10
"87145",5
"87146",7
"87147",5
"87148",8
"87149",3
"87150",8
"87151",7
"87152",9
"87153",1
"87157",3
"87158",6
"87159",5
"87160",9
"87161",3
"87162",9
"87163",3
"87164",1
"87165",8
"87166",4
"87167",6
"87170",1
"87171",1
"87172",4
"87174",7
"87175",5
"87176",2
"87177",9
"87178",6
"87179",4
"87180",9
"87181",8
"87182",3
"87183",4
"87184",3
"87185",9
"87186",4
"87187",9
"87188",7
"87189",4
"87190",10
"87191",4
"87192",4
"87193",2
"87194",5
"87195",8
"87196",8
"87197",1
"87198",9
"87199",4
"87200",1
"87201",1
"87202",7
"87203",9
"87204",5
"87205",1
"87206",9
"87207",9
"87208",1
"87209",4
"87210",8
"87212",8
"87213",9
"87214",5
"87215",4
"87216",5
"87217",6
"87218",1
"87220",3
"87221",9
"87222",9
"87223",7
"87224",1
"87226",7
"87227",6
"87228",7
"87229",3
"87230",9
"87231",4
"87232",10
"87233",10
"87234",6
"87235",6
"87236",3
"87237",4
"87238",3
"87239",1
"87240",8
"87241",9
"87242",4
"87243",9
"87245",7
"87246",4
"87248",10
"87250",9
"87252",5
"87253",1
"87254",4
"87255",4
"87256",2
"87257",1
"87258",5
"87259",3
"87260",5
"87261",5
"87262",9
"87263",1
"87264",2
"87265",3
"87267",5
"87268",2
"87269",5
"87270",9
"87271",10
"87272",9
"87273",3
"87274",5
"87275",1
"87277",6
"87278",2
"87279",6
"87280",3
"87282",5
"87283",6
"87284",8
"87285",9
"87286",6
"87287",5
"87288",5
"87290",5
"87291",3
"87292",1
"87294",3
"87295",2
"87296",2
"87297",5
"87298",1
"87301",2
"87302",1
"87303",8
"87304",1
"87305",5
"87306",5
"87307",3
"87308",9
"87309",1
"87310",4
"87311",6
"87312",1
"87313",7
"87314",5
"87315",5
"87316",10
"87317",3
"87318",9
"87319",6
"87320",3
"87321",7
"87322",10
"87323",1
"87324",5
"87325",1
"87326",1
"87327",3
"87328",1
"87329",1
"87330",1
"87331",10
"87333",4
"87334",4
"87335",1
"87336",1
"87337",6
"87338",3
"87339",4
"87340",5
"87341",5
"87342",7
"87343",8
"87344",1
"87345",5
"87346",5
"87347",5
"87348",1
"87349",5
"87351",3
"87353",1
"87354",2
"87356",3
"87357",9
"87359",2
"87360",2
"87361",2
"87362",4
"87363",1
"87364",4
"87365",1
"87366",6
"87367",3
"87368",4
"87369",7
"87373",8
"87374",2
"87375",9
"87376",3
"87377",2
"87379",8
"87380",5
"87381",3
"87382",3
"87384",3
"87385",3
"87386",7
"87387",3
"87388",10
"87389",9
"87391",7
"87392",6
"87393",2
"87394",2
"87395",2
"87397",7
"87399",8
"87402",10
"87403",6
"87404",1
"87405",7
"87406",10
"87407",5
"87408",5
"87409",4
"87410",4
"87411",3
"87412",3
"87413",10
"87414",5
"87415",1
"87416",3
"87417",5
"87418",8
"87419",1
"87420",1
"87421",2
"87422",1
"87423",3
"87424",1
"87425",5
"87426",7
"87427",6
"87428",7
"87429",10
"87430",7
"87431",9
"87432",10
"87433",2
"87434",1
"87435",1
"87436",5
"87437",8
"87438",4
"87439",2
"87440",2
"87441",5
"87442",9
"87443",8
"87444",4
"87445",5
"87446",1
"87447",9
"87448",9
"87449",2
"87450",4
"87451",3
"87452",8
"87453",5
"87454",3
"87455",4
"87458",1
"87459",7
"87460",4
"87462",3
"87463",7
"87464",8
"87466",6
"87467",2
"87468",2
"87469",7
"87470",1
"87471",1
"87472",1
"87473",2
"87474",9
"87476",10
"87477",10
"87478",9
"87479",3
"87480",9
"87481",3
"87483",2
"87484",7
"87485",1
"87486",10
"87489",9
"87490",4
"87492",5
"87493",3
"87494",9
"87495",3
"87496",9
"87497",8
"87498",9
"87500",6
"87501",9
"87502",7
"87503",2
"87504",10
"87505",4
"87506",9
"87507",6
"87509",9
"87510",7
"87511",9
"87512",1
"87513",8
"87515",2
"87516",3
"87517",4
"87518",1
"87519",3
"87520",3
"87521",9
"87522",10
"87523",6
"87524",5
"87525",9
"87526",10
"87527",9
"87528",9
"87529",6
"87530",3
"87531",1
"87532",1
"87533",8
"87534",1
"87535",3
"87536",1
"87537",1
"87538",1
"87541",8
"87542",2
"87544",9
"87545",6
"87546",7
"87547",1
"87548",1
"87549",1
"87550",8
"87552",2
"87554",3
"87555",5
"87556",2
"87557",9
"87558",8
"87559",9
"87560",6
"87561",8
"87562",9
"87563",3
"87564",9
"87565",2
"87566",9
"87567",9
"87568",7
"87569",5
"87570",7
"87571",2
"87572",2
"87573",5
"87574",8
"87575",4
"87576",7
"87577",6
"87579",9
"87580",4
"87581",1
"87582",1
"87583",1
"87584",7
"87585",7
"87586",10
"87587",8
"87588",1
"87589",1
"87590",4
"87591",9
"87592",4
"87593",5
"87594",9
"87596",1
"87597",5
"87598",10
"87599",1
"87601",9
"87602",7
"87603",9
"87604",5
"87605",5
"87606",5
"87607",7
"87608",9
"87609",4
"87610",5
"87611",1
"87612",7
"87613",8
"87614",10
"87615",3
"87616",6
"87617",3
"87618",7
"87619",4
"87620",7
"87621",2
"87622",1
"87623",1
"87625",9
"87626",3
"87627",2
"87628",7
"87629",3
"87630",10
"87631",9
"87633",2
"87634",1
"87635",3
"87636",4
"87637",9
"87638",9
"87639",1
"87641",6
"87643",9
"87644",9
"87645",1
"87646",8
"87647",4
"87648",8
"87649",1
"87650",10
"87651",7
"87652",5
"87653",5
"87654",3
"87655",10
"87656",1
"87657",1
"87658",2
"87660",2
"87661",10
